,ligne,N_dpt,Date,Type,N_ref,Nom,Organisme,Commune,Analysé,G_session,Espèce,Lignée,Sexe,Génotype,IQ
1977,"26 21/01/2020 F F2620008 BERNARD OFB ARNAYON OUI 26/10/2020 Canis lupus Italo-alpine NI NA 0,00",26,21/01/2020,F,F2620008,BERNARD,OFB,ARNAYON,OUI,26/10/2020,Canis lupus,Italo-alpine,NI,NA,0
1978,"26 21/01/2020 F F2620011 BERNARD OFB VALDROME OUI 26/10/2020 Canis lupus Italo-alpine XX NA 0,33",26,21/01/2020,F,F2620011,BERNARD,OFB,VALDROME,OUI,26/10/2020,Canis lupus,Italo-alpine,XX,NA,"0,33"
1979,26 21/01/2020 U U2620001 BERNARD OFB VALDROME OUI 26/10/2020 Vulpes vulpes,26,21/01/2020,U,U2620001,BERNARD,OFB,VALDROME,OUI,26/10/2020,Vulpes vulpes,,,,
1980,26 21/01/2020 F F2620007 BERNARD OFB CHALANCON OUI 26/10/2020 Vulpes vulpes,26,21/01/2020,F,F2620007,BERNARD,OFB,CHALANCON,OUI,26/10/2020,Vulpes vulpes,,,,
1981,"26 21/01/2020 F F2620012 BERNARD OFB VALDROME OUI 26/10/2020 Canis lupus Italo-alpine XY NA 0,63",26,21/01/2020,F,F2620012,BERNARD,OFB,VALDROME,OUI,26/10/2020,Canis lupus,Italo-alpine,XY,NA,"0,63"
1982,"26 21/01/2020 U U2620006 ROZAND ONF OMBLEZE OUI 13/09/2020 Canis lupus Italo-alpine NI NA 0,00",26,21/01/2020,U,U2620006,ROZAND,ONF,OMBLEZE,OUI,13/09/2020,Canis lupus,Italo-alpine,NI,NA,0
1983,"26 21/01/2020 U U2620005 ROZAND ONF OMBLEZE OUI 13/09/2020 Canis lupus Italo-alpine NI NA 0,00",26,21/01/2020,U,U2620005,ROZAND,ONF,OMBLEZE,OUI,13/09/2020,Canis lupus,Italo-alpine,NI,NA,0
1984,"26 21/01/2020 F F2620016 ROZAND ONF OMBLEZE OUI 13/09/2020 Canis lupus Italo-alpine XY S69-20 0,94",26,21/01/2020,F,F2620016,ROZAND,ONF,OMBLEZE,OUI,13/09/2020,Canis lupus,Italo-alpine,XY,S69-20,"0,94"
1985,"26 22/01/2020 U U2620002 BERNARD OFB VALDROME OUI 26/10/2020 Canis familiaris XX NA 0,45",26,22/01/2020,U,U2620002,BERNARD,OFB,VALDROME,OUI,26/10/2020,Canis familiaris,XX,NA,0,"0,45"
1986,"26 22/01/2020 F F2620003 BERNARD OFB ESTABLET OUI 26/10/2020 Canis lupus Italo-alpine XX NA 0,09",26,22/01/2020,F,F2620003,BERNARD,OFB,ESTABLET,OUI,26/10/2020,Canis lupus,Italo-alpine,XX,NA,"0,09"
1987,"26 23/01/2020 F F2620037 HOH Particulier LEONCEL OUI 10/06/2020 Canis lupus Italo-alpine XY S69-17 0,70",26,23/01/2020,F,F2620037,HOH,Particulier,LEONCEL,OUI,10/06/2020,Canis lupus,Italo-alpine,XY,S69-17,"0,7"
1988,"26 23/01/2020 F F2620038 HOH Particulier LEONCEL OUI 10/06/2020 Canis lupus Italo-alpine XX S69-03 0,86",26,23/01/2020,F,F2620038,HOH,Particulier,LEONCEL,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,S69-03,"0,86"
1989,"26 23/01/2020 F F2620039 HOH Particulier LEONCEL OUI 10/06/2020 Canis lupus Italo-alpine XX S69-03 0,86",26,23/01/2020,F,F2620039,HOH,Particulier,LEONCEL,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,S69-03,"0,86"
1990,"26 23/01/2020 F F2620040 HOH Particulier LEONCEL OUI 10/06/2020 Canis lupus Italo-alpine XX S69-18 0,99",26,23/01/2020,F,F2620040,HOH,Particulier,LEONCEL,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,S69-18,"0,99"
1991,26 27/01/2020 F F2620085 VERGES OFB GLANDAGE NON,26,27/01/2020,F,F2620085,VERGES,OFB,GLANDAGE,NON,,,,,,
1992,"26 30/01/2020 F F2620053 PILLOUD ONF VAL MARAVEL OUI 13/09/2020 Canis lupus Italo-alpine NI NA 0,00",26,30/01/2020,F,F2620053,PILLOUD,ONF,VAL MARAVEL,OUI,13/09/2020,Canis lupus,Italo-alpine,NI,NA,0
1993,"26 30/01/2020 F F2620052 PILLOUD ONF VAL MARAVEL OUI 13/09/2020 Canis lupus Italo-alpine NI NA 0,00",26,30/01/2020,F,F2620052,PILLOUD,ONF,VAL MARAVEL,OUI,13/09/2020,Canis lupus,Italo-alpine,NI,NA,0
1994,26 31/01/2020 F F2620017 CHARRON PNRVercors LA CHAPELLE EN VERCORS NON,26,31/01/2020,F,F2620017,CHARRON,PNRVercors,LA CHAPELLE EN VERCORS,NON,,,,,,
1995,26 31/01/2020 F F2620018 CHARRON PNRVercors LA CHAPELLE EN VERCORS NON,26,31/01/2020,F,F2620018,CHARRON,PNRVercors,LA CHAPELLE EN VERCORS,NON,,,,,,
1996,"26 06/02/2020 U U2620007 ROZAND ONF BOUVANTE OUI 26/10/2020 Canis familiaris NI NA 0,00",26,06/02/2020,U,U2620007,ROZAND,ONF,BOUVANTE,OUI,26/10/2020,Canis familiaris,NI,NA,0,0
1997,"26 06/02/2020 F F2620041 CHAUDERON FDC VALDROME OUI 13/09/2020 Canis lupus Italo-alpine NI S70-076 0,59",26,06/02/2020,F,F2620041,CHAUDERON,FDC,VALDROME,OUI,13/09/2020,Canis lupus,Italo-alpine,NI,S70-076,"0,59"
1998,"26 06/02/2020 U U2620010 ROZAND ONF BOUVANTE OUI 26/10/2020 Canis lupus Italo-alpine NI S69-20 0,52",26,06/02/2020,U,U2620010,ROZAND,ONF,BOUVANTE,OUI,26/10/2020,Canis lupus,Italo-alpine,NI,S69-20,"0,52"
1999,26 07/02/2020 P P2620001 GABET OFB LA MOTTE DE GALAURE NON,26,07/02/2020,P,P2620001,GABET,OFB,LA MOTTE DE GALAURE,NON,,,,,,
2000,"26 11/02/2020 F F2620055 PILLOUD ONF BOULC OUI 13/09/2020 Canis lupus Italo-alpine XY S70-079 0,63",26,11/02/2020,F,F2620055,PILLOUD,ONF,BOULC,OUI,13/09/2020,Canis lupus,Italo-alpine,XY,S70-079,"0,63"
2001,26 11/02/2020 F F2620054 PILLOUD ONF BOULC OUI 13/09/2020 Impossible NA,26,11/02/2020,F,F2620054,PILLOUD,ONF,BOULC,OUI,13/09/2020,Impossible NA,,,,
2002,26 14/02/2020 F F2620058 DESCHAMPS Agriculteur - Eleveur ST FERREOL TRENTE PAS OUI 13/09/2020 Impossible NA,26,14/02/2020,F,F2620058,DESCHAMPS,Agriculteur,- Eleveur ST FERREOL TRENTE PAS,OUI,13/09/2020,Impossible NA,,,,
2003,"26 19/02/2020 F F2620019 ROZAND ONF BOUVANTE OUI 13/09/2020 Canis lupus NA XY NA 0,34",26,19/02/2020,F,F2620019,ROZAND,ONF,BOUVANTE,OUI,13/09/2020,Canis lupus,NA,XY,NA,"0,34"
2004,"26 27/02/2020 S S2620003 HOH Particulier BOUVANTE OUI 10/06/2020 Canis lupus NA XX S57-69 0,98",26,27/02/2020,S,S2620003,HOH,Particulier,BOUVANTE,OUI,10/06/2020,Canis lupus,NA,XX,S57-69,"0,98"
2005,"26 28/02/2020 F F2620020 HENN AEM ST AGNAN EN VERCORS OUI 13/09/2020 Canis lupus Italo-alpine XY S69-25 0,97",26,28/02/2020,F,F2620020,HENN,AEM,ST AGNAN EN VERCORS,OUI,13/09/2020,Canis lupus,Italo-alpine,XY,S69-25,"0,97"
2006,26 28/02/2020 F F2620023 FLENET CG OMBLEZE NON,26,28/02/2020,F,F2620023,FLENET,CG,OMBLEZE,NON,,,,,,
2007,26 28/02/2020 U U2620008 HENN AEM ST AGNAN EN VERCORS OUI 07/04/2020 NA,26,28/02/2020,U,U2620008,HENN,AEM,ST AGNAN EN VERCORS,OUI,07/04/2020,NA,,,,
2008,"26 01/03/2020 F F2620056 PILLOUD ONF BOULC OUI 13/09/2020 Canis lupus Italo-alpine XX S56-09 0,90",26,01/03/2020,F,F2620056,PILLOUD,ONF,BOULC,OUI,13/09/2020,Canis lupus,Italo-alpine,XX,S56-09,"0,9"
2009,26 01/03/2020 F F2620024 PALHEC PNRVercors ST AGNAN EN VERCORS NON 30/04/2020 Inconnue,26,01/03/2020,F,F2620024,PALHEC,PNRVercors,ST AGNAN EN VERCORS,NON,30/04/2020,Inconnue,,,,
2010,"26 10/03/2020 S S2620004 HOH Particulier BOUVANTE OUI 10/06/2020 Canis lupus Italo-alpine XX S62-30 1,00",26,10/03/2020,S,S2620004,HOH,Particulier,BOUVANTE,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,S62-30,1
2011,"26 12/03/2020 F F2620015 HENN AEM CHATILLON EN DIOIS OUI 13/09/2020 Canis lupus Italo-alpine XY NA 0,24",26,12/03/2020,F,F2620015,HENN,AEM,CHATILLON EN DIOIS,OUI,13/09/2020,Canis lupus,Italo-alpine,XY,NA,"0,24"
2012,26 12/03/2020 F F2620014 HENN AEM CHATILLON EN DIOIS NON,26,12/03/2020,F,F2620014,HENN,AEM,CHATILLON EN DIOIS,NON,,,,,,
2013,"26 17/03/2020 F F2620022 MANCIP ONF IZON LA BRUISSE OUI 13/09/2020 Canis lupus Italo-alpine XX S64-06 0,93",26,17/03/2020,F,F2620022,MANCIP,ONF,IZON LA BRUISSE,OUI,13/09/2020,Canis lupus,Italo-alpine,XX,S64-06,"0,93"
2014,"26 17/03/2020 F F2620021 MANCIP ONF IZON LA BRUISSE OUI 13/09/2020 Canis lupus Italo-alpine XX S64-06 0,82",26,17/03/2020,F,F2620021,MANCIP,ONF,IZON LA BRUISSE,OUI,13/09/2020,Canis lupus,Italo-alpine,XX,S64-06,"0,82"
2015,"26 26/03/2020 F F2620027 HOH Particulier BOUVANTE OUI 10/06/2020 Canis lupus NA XY S69-20 0,74",26,26/03/2020,F,F2620027,HOH,Particulier,BOUVANTE,OUI,10/06/2020,Canis lupus,NA,XY,S69-20,"0,74"
2016,"26 27/03/2020 F F2620026 HOH Particulier BOUVANTE OUI 10/06/2020 Canis lupus Italo-alpine XX S62-30 1,00",26,27/03/2020,F,F2620026,HOH,Particulier,BOUVANTE,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,S62-30,1
2017,"26 30/03/2020 F F2620028 HOH Particulier BOUVANTE OUI 10/06/2020 Canis lupus Italo-alpine XX S57-69 1,00",26,30/03/2020,F,F2620028,HOH,Particulier,BOUVANTE,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,S57-69,1
2018,"26 30/03/2020 F F2620029 HOH Particulier BOUVANTE OUI 10/06/2020 Canis lupus Italo-alpine XX NA 0,39",26,30/03/2020,F,F2620029,HOH,Particulier,BOUVANTE,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,NA,"0,39"
2019,28 28/02/2020 F F2820001 MARCHOUX OFB BOISVILLE-LA-SAINT-PERE NON,28,28/02/2020,F,F2820001,MARCHOUX,OFB,BOISVILLE-LA-SAINT-PERE,NON,,,,,,
2020,30 20/01/2018 P P3018001 AGULLO OFB BEAUVOISIN NON,30,20/01/2018,P,P3018001,AGULLO,OFB,BEAUVOISIN,NON,,,,,,
2021,30 02/03/2018 P P3018002 AGULLO OFB CAILAR OUI,30,02/03/2018,P,P3018002,AGULLO,OFB,CAILAR,OUI,,,,,,
2022,30 30/12/2018 P P3018003 AGULLO OFB VAUVERT NON RENARD,30,30/12/2018,P,P3018003,AGULLO,OFB,VAUVERT,NON,,RENARD,,,,
2023,30 13/01/2019 P P3019001 BROS OFB GENERAC NON CANIS EXCLU,30,13/01/2019,P,P3019001,BROS,OFB,GENERAC,NON,,CANIS EXCLU,,,,
2024,"30 22/05/2019 F F3019001 RODA PNPC SAINT-GILLES OUI 17/10/2019 Canis lupus NA NI S62-12 0,57",30,22/05/2019,F,F3019001,RODA,PNPC,SAINT-GILLES,OUI,17/10/2019,Canis lupus,NA,NI,S62-12,"0,57"
2025,30 22/05/2019 F F3019002 RODA PNPC SAINT-GILLES OUI 17/10/2019 Vulpes vulpes,30,22/05/2019,F,F3019002,RODA,PNPC,SAINT-GILLES,OUI,17/10/2019,Vulpes vulpes,,,,
2026,"30 23/05/2019 F F3019003 RODA PNPC VAUVERT OUI 17/10/2019 Canis lupus NA XY S62-12 0,48",30,23/05/2019,F,F3019003,RODA,PNPC,VAUVERT,OUI,17/10/2019,Canis lupus,NA,XY,S62-12,"0,48"
2027,"30 26/05/2019 D D3019001 BROS OFB NIMES OUI 17/06/2019 Canis lupus Italo-alpine XY S62-12 1,00",30,26/05/2019,D,D3019001,BROS,OFB,NIMES,OUI,17/06/2019,Canis lupus,Italo-alpine,XY,S62-12,1
2028,30 26/08/2019 F F3019005 ROMBAUT PNC MANDAGOUT NON CHIEN,30,26/08/2019,F,F3019005,ROMBAUT,PNC,MANDAGOUT,NON,,CHIEN,,,,
2029,"30 28/08/2019 F F3019004 ROMBAUT PNC MANDAGOUT OUI 17/02/2020 Canis familiaris NA XY NA 0,30",30,28/08/2019,F,F3019004,ROMBAUT,PNC,MANDAGOUT,OUI,17/02/2020,Canis familiaris,NA,XY,NA,"0,3"
2030,"31 15/12/2019 P P3119002 STEINMETZ OFB BEAUCHALOT OUI 17/02/2020 Canis familiaris NA XY NA 0,56",31,15/12/2019,P,P3119002,STEINMETZ,OFB,BEAUCHALOT,OUI,17/02/2020,Canis familiaris,NA,XY,NA,"0,56"
2031,"31 15/12/2019 P P3119001 STEINMETZ OFB BEAUCHALOT OUI 17/02/2020 Canis familiaris NA XY NA 0,36",31,15/12/2019,P,P3119001,STEINMETZ,OFB,BEAUCHALOT,OUI,17/02/2020,Canis familiaris,NA,XY,NA,"0,36"
2032,"31 19/12/2019 U U3119001 SENTILLES OFB BEAUCHALOT OUI 17/02/2020 Canis lupus Italo-alpine NI NA 0,17",31,19/12/2019,U,U3119001,SENTILLES,OFB,BEAUCHALOT,OUI,17/02/2020,Canis lupus,Italo-alpine,NI,NA,"0,17"
2033,34 30/01/2018 F F3418001 ITTY OFB CASTANET-LE-HAUT OUI 01/06/2018 Impossible NA,34,30/01/2018,F,F3418001,ITTY,OFB,CASTANET-LE-HAUT,OUI,01/06/2018,Impossible NA,,,,
2034,"34 30/04/2018 F F3418002 ITTY OFB CASTANET-LE-HAUT OUI 01/06/2018 Canis lupus Italo-alpine XY S37-3 0,88",34,30/04/2018,F,F3418002,ITTY,OFB,CASTANET-LE-HAUT,OUI,01/06/2018,Canis lupus,Italo-alpine,XY,S37-3,"0,88"
2035,34 06/07/2018 F F3418003 ARNAUD OFB CAMBON-ET-SALVERGUES OUI 10/09/2018 Vulpes vulpes,34,06/07/2018,F,F3418003,ARNAUD,OFB,CAMBON-ET-SALVERGUES,OUI,10/09/2018,Vulpes vulpes,,,,
2036,34 06/07/2018 P P3418001 ARNAUD OFB CAMBON-ET-SALVERGUES NON RENARD,34,06/07/2018,P,P3418001,ARNAUD,OFB,CAMBON-ET-SALVERGUES,NON,,RENARD,,,,
2037,"34 29/07/2018 F F3418004 ARNAUD OFB RIVES OUI 10/09/2018 Canis sp. NA NI NA 0,44",34,29/07/2018,F,F3418004,ARNAUD,OFB,RIVES,OUI,10/09/2018,Canis sp,,,,
2038,"34 31/07/2018 F F3418006 BENOIST OFB CAMBON-ET-SALVERGUES OUI 10/09/2018 Canis lupus Italo-alpine NI NA 0,00",34,31/07/2018,F,F3418006,BENOIST,OFB,CAMBON-ET-SALVERGUES,OUI,10/09/2018,Canis lupus,Italo-alpine,NI,NA,0
2039,"34 10/08/2018 F F3418007 ARNAUD OFB RIVES OUI 10/09/2018 Canis familiaris NA XX NA 0,26",34,10/08/2018,F,F3418007,ARNAUD,OFB,RIVES,OUI,10/09/2018,Canis familiaris,NA,XX,NA,"0,26"
2040,"34 10/08/2018 F F3418008 ARNAUD OFB RIVES OUI 10/09/2018 Canis sp. NA XX NA 0,19",34,10/08/2018,F,F3418008,ARNAUD,OFB,RIVES,OUI,10/09/2018,Canis sp,,,,
2041,34 28/11/2018 F F3418009 VUITON OFB FRAISSE-SUR-AGOUT OUI 11/02/2019 Impossible NA,34,28/11/2018,F,F3418009,VUITON,OFB,FRAISSE-SUR-AGOUT,OUI,11/02/2019,Impossible NA,,,,
2042,34 28/11/2018 P P3418002 VUITON OFB FRAISSE-SUR-AGOUT NON CANIS EXCLU,34,28/11/2018,P,P3418002,VUITON,OFB,FRAISSE-SUR-AGOUT,NON,,CANIS EXCLU,,,,
2043,34 01/01/2019 F F3419001 PETIT OFB ROQUEREDONDE OUI 11/04/2019 Vulpes vulpes,34,01/01/2019,F,F3419001,PETIT,OFB,ROQUEREDONDE,OUI,11/04/2019,Vulpes vulpes,,,,
2044,34 29/03/2019 P P3419001 PETIT OFB ROUET NON CANIS EXCLU,34,29/03/2019,P,P3419001,PETIT,OFB,ROUET,NON,,CANIS EXCLU,,,,
2045,34 24/04/2019 P P3419002 VALLIER OFB SAINT-MATHIEU-DE-TREVIERS NON LAGOMORPHE,34,24/04/2019,P,P3419002,VALLIER,OFB,SAINT-MATHIEU-DE-TREVIERS,NON,,LAGOMORPHE,,,,
2046,34 21/06/2019 F F3419005 GUENNEGAN OFB GRANDE-MOTTE NON,34,21/06/2019,F,F3419005,GUENNEGAN,OFB,GRANDE-MOTTE,NON,,,,,,
2047,34 21/06/2019 F F3419002 GUENNEGAN OFB GRANDE-MOTTE NON,34,21/06/2019,F,F3419002,GUENNEGAN,OFB,GRANDE-MOTTE,NON,,,,,,
2048,34 21/06/2019 F F3419003 GUENNEGAN OFB GRANDE-MOTTE NON,34,21/06/2019,F,F3419003,GUENNEGAN,OFB,GRANDE-MOTTE,NON,,,,,,
2049,34 21/06/2019 F F3419004 GUENNEGAN OFB GRANDE-MOTTE NON,34,21/06/2019,F,F3419004,GUENNEGAN,OFB,GRANDE-MOTTE,NON,,,,,,
2050,34 13/08/2019 P P3419003 VALLIER OFB RIEUSSEC NON,34,13/08/2019,P,P3419003,VALLIER,OFB,RIEUSSEC,NON,,,,,,
2051,34 13/08/2019 P P3419004 VALLIER OFB RIEUSSEC NON,34,13/08/2019,P,P3419004,VALLIER,OFB,RIEUSSEC,NON,,,,,,
2052,34 24/10/2019 F F3419008 ITTY OFB ROSIS OUI 17/02/2020 Vulpes vulpes,34,24/10/2019,F,F3419008,ITTY,OFB,ROSIS,OUI,17/02/2020,Vulpes vulpes,,,,
2053,34 07/11/2019 F F3419009 ARNAUD OFB RIVES OUI 17/02/2020 Sus scrofa,34,07/11/2019,F,F3419009,ARNAUD,OFB,RIVES,OUI,17/02/2020,Sus scrofa,,,,
2054,34 10/01/2020 F F3420001 ARNAUD OFB PUECHABON OUI 17/02/2020 Microtus sp,34,10/01/2020,F,F3420001,ARNAUD,OFB,PUECHABON,OUI,17/02/2020,Microtus sp,,,,
2055,36 20/02/2019 F F3619001 SOULAGNET OFB CHALAIS NON,36,20/02/2019,F,F3619001,SOULAGNET,OFB,CHALAIS,NON,,,,,,
2056,36 04/02/2020 P P3620001 SOULAGNET OFB CHASSENEUIL NON,36,04/02/2020,P,P3620001,SOULAGNET,OFB,CHASSENEUIL,NON,,,,,,
2057,"38 08/01/2018 F F3818089 MAGNAN Particulier LA COMBE DE LANCEY OUI 10/09/2018 Canis lupus Italo-alpine XY NA 0,24",38,08/01/2018,F,F3818089,MAGNAN,Particulier,LA COMBE DE LANCEY,OUI,10/09/2018,Canis lupus,Italo-alpine,XY,NA,"0,24"
2058,38 12/01/2018 F F3818008 CARLIN CG MEAUDRE NON,38,12/01/2018,F,F3818008,CARLIN,CG,MEAUDRE,NON,,,,,,
2059,38 12/01/2018 F F3818007 CARLIN CG MEAUDRE NON,38,12/01/2018,F,F3818007,CARLIN,CG,MEAUDRE,NON,,,,,,
2060,"38 12/01/2018 F F3818006 BENYOUB PNE ORNON OUI 11/02/2019 Canis lupus Italo-alpine XX S55-03 0,95",38,12/01/2018,F,F3818006,BENYOUB,PNE,ORNON,OUI,11/02/2019,Canis lupus,Italo-alpine,XX,S55-03,"0,95"
2061,"38 12/01/2018 F F3818102 BENYOUB PNE ORNON OUI 11/02/2019 Canis lupus Italo-alpine NI NA 0,00",38,12/01/2018,F,F3818102,BENYOUB,PNE,ORNON,OUI,11/02/2019,Canis lupus,Italo-alpine,NI,NA,0
2062,"38 12/01/2018 F F3818101 BENYOUB PNE ORNON OUI 11/02/2019 Canis lupus Italo-alpine XY NA 0,27",38,12/01/2018,F,F3818101,BENYOUB,PNE,ORNON,OUI,11/02/2019,Canis lupus,Italo-alpine,XY,NA,"0,27"
2063,38 15/01/2018 F F3818011 POLA ONF LA FERRIERE NON,38,15/01/2018,F,F3818011,POLA,ONF,LA FERRIERE,NON,,,,,,
2064,"38 15/01/2018 F F3818046 BLANC OFB LIVET ET GAVET OUI 18/09/2019 Canis lupus Italo-alpine XX S55-03 0,58",38,15/01/2018,F,F3818046,BLANC,OFB,LIVET ET GAVET,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S55-03,"0,58"
2065,"38 15/01/2018 F F3818010 BLANC OFB LIVET ET GAVET OUI 10/06/2018 Canis lupus Italo-alpine XY S55-02 0,86",38,15/01/2018,F,F3818010,BLANC,OFB,LIVET ET GAVET,OUI,10/06/2018,Canis lupus,Italo-alpine,XY,S55-02,"0,86"
2066,"38 15/01/2018 F F3818003 BRIAUDET OFB LIVET ET GAVET OUI 17/07/2019 Canis lupus Italo-alpine XY S63-44 0,92",38,15/01/2018,F,F3818003,BRIAUDET,OFB,LIVET ET GAVET,OUI,17/07/2019,Canis lupus,Italo-alpine,XY,S63-44,"0,92"
2067,38 15/01/2018 U U3818018 BAZIN ONF LIVET ET GAVET NON Na VARIE,38,15/01/2018,U,U3818018,BAZIN,ONF,LIVET ET GAVET,NON,,Na VARIE,,,,
2068,38 15/01/2018 U U3818017 BAZIN ONF LIVET ET GAVET OUI 18/09/2019 Impossible NA,38,15/01/2018,U,U3818017,BAZIN,ONF,LIVET ET GAVET,OUI,18/09/2019,Impossible NA,,,,
2069,38 15/01/2018 U U3818016 BAZIN ONF LIVET ET GAVET OUI 18/09/2019 Impossible NA,38,15/01/2018,U,U3818016,BAZIN,ONF,LIVET ET GAVET,OUI,18/09/2019,Impossible NA,,,,
2070,"38 15/01/2018 F F3818002 BRIAUDET OFB LIVET ET GAVET OUI 17/07/2019 Canis lupus Italo-alpine XX S55-03 0,95",38,15/01/2018,F,F3818002,BRIAUDET,OFB,LIVET ET GAVET,OUI,17/07/2019,Canis lupus,Italo-alpine,XX,S55-03,"0,95"
2071,"38 15/01/2018 F F3818044 BLANC OFB LIVET ET GAVET OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,00",38,15/01/2018,F,F3818044,BLANC,OFB,LIVET ET GAVET,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,0
2072,"38 15/01/2018 F F3818004 BRIAUDET OFB LIVET ET GAVET OUI 17/07/2019 Canis lupus Italo-alpine XY S58-49 0,95",38,15/01/2018,F,F3818004,BRIAUDET,OFB,LIVET ET GAVET,OUI,17/07/2019,Canis lupus,Italo-alpine,XY,S58-49,"0,95"
2073,"38 15/01/2018 F F3818045 BLANC OFB LIVET ET GAVET OUI 18/09/2019 Canis lupus Italo-alpine XY S63-44 0,92",38,15/01/2018,F,F3818045,BLANC,OFB,LIVET ET GAVET,OUI,18/09/2019,Canis lupus,Italo-alpine,XY,S63-44,"0,92"
2074,"38 15/01/2018 F F3818001 BRIAUDET OFB LIVET ET GAVET OUI 10/06/2018 Canis lupus Italo-alpine XY S55-15 1,00",38,15/01/2018,F,F3818001,BRIAUDET,OFB,LIVET ET GAVET,OUI,10/06/2018,Canis lupus,Italo-alpine,XY,S55-15,1
2075,"38 15/01/2018 F F3818009 POLA ONF LA FERRIERE OUI 10/09/2018 Canis lupus Italo-alpine NI NA 0,13",38,15/01/2018,F,F3818009,POLA,ONF,LA FERRIERE,OUI,10/09/2018,Canis lupus,Italo-alpine,NI,NA,"0,13"
2076,38 15/01/2018 U U3818001 BAZIN ONF LIVET ET GAVET OUI 18/09/2019 Impossible NA,38,15/01/2018,U,U3818001,BAZIN,ONF,LIVET ET GAVET,OUI,18/09/2019,Impossible NA,,,,
2077,"38 16/01/2018 F F3818012 POLA ONF STE AGNES OUI 10/09/2018 Canis lupus Italo-alpine NI NA 0,00",38,16/01/2018,F,F3818012,POLA,ONF,STE AGNES,OUI,10/09/2018,Canis lupus,Italo-alpine,NI,NA,0
2078,38 18/01/2018 F F3818013 POLA ONF STE AGNES NON,38,18/01/2018,F,F3818013,POLA,ONF,STE AGNES,NON,,,,,,
2079,38 18/01/2018 S S3818001 POLA ONF STE AGNES NON,38,18/01/2018,S,S3818001,POLA,ONF,STE AGNES,NON,,,,,,
2080,"38 18/01/2018 F F3818108 BENYOUB PNE VALJOUFFREY OUI 11/02/2019 Canis lupus Italo-alpine XX S56-13 0,99",38,18/01/2018,F,F3818108,BENYOUB,PNE,VALJOUFFREY,OUI,11/02/2019,Canis lupus,Italo-alpine,XX,S56-13,"0,99"
2081,38 19/01/2018 F F3818014 LEMOINE ONF LALLEY NON RENARD,38,19/01/2018,F,F3818014,LEMOINE,ONF,LALLEY,NON,,RENARD,,,,
2082,38 19/01/2018 F F3818015 LEMOINE ONF LALLEY NON RENARD,38,19/01/2018,F,F3818015,LEMOINE,ONF,LALLEY,NON,,RENARD,,,,
2083,"38 24/01/2018 F F3818087 ORECCHIONI ONF PINSOT OUI 18/09/2019 Canis lupus Italo-alpine XX S58-42 0,95",38,24/01/2018,F,F3818087,ORECCHIONI,ONF,PINSOT,OUI,18/09/2019,Canis lupus,Italo-alpine,XX,S58-42,"0,95"
2084,"38 25/01/2018 F F3818016 MANDRON ONF ST MICHEL LES PORTES OUI 18/09/2019 Canis lupus Italo-alpine XY S64-13 0,74",38,25/01/2018,F,F3818016,MANDRON,ONF,ST MICHEL LES PORTES,OUI,18/09/2019,Canis lupus,Italo-alpine,XY,S64-13,"0,74"
2085,38 29/01/2018 F F3818018 MANDRON ONF TREMINIS OUI 18/09/2019 Vulpes vulpes,38,29/01/2018,F,F3818018,MANDRON,ONF,TREMINIS,OUI,18/09/2019,Vulpes vulpes,,,,
2086,38 29/01/2018 F F3818017 MANDRON ONF TREMINIS NON a VSARIE,38,29/01/2018,F,F3818017,MANDRON,ONF,TREMINIS,NON,,a VSARIE,,,,
2087,"38 29/01/2018 U U3818004 MANDRON ONF LALLEY OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,00",38,29/01/2018,U,U3818004,MANDRON,ONF,LALLEY,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,0
2088,38 29/01/2018 U U3818003 MANDRON ONF LALLEY OUI 18/09/2019 Impossible NA,38,29/01/2018,U,U3818003,MANDRON,ONF,LALLEY,OUI,18/09/2019,Impossible NA,,,,
2089,38 29/01/2018 U U3818002 MANDRON ONF LALLEY OUI 18/09/2019 Vulpes vulpes,38,29/01/2018,U,U3818002,MANDRON,ONF,LALLEY,OUI,18/09/2019,Vulpes vulpes,,,,
2090,38 02/02/2018 U U3818007 MANDRON ONF ST MICHEL LES PORTES OUI 18/09/2019 Bos sp.,38,02/02/2018,U,U3818007,MANDRON,ONF,ST MICHEL LES PORTES,OUI,18/09/2019,Bos sp,,,,
2091,"38 02/02/2018 F F3818020 DURAND ONF TREMINIS OUI 18/09/2019 Canis lupus Italo-alpine NI NA 0,07",38,02/02/2018,F,F3818020,DURAND,ONF,TREMINIS,OUI,18/09/2019,Canis lupus,Italo-alpine,NI,NA,"0,07"
